Step,AvgRew,AvgEpLen
0,0.0,0.0
1000,0.3552631437778473,51.855262756347656
2000,0.25999999046325684,48.2400016784668
3000,0.20999999344348907,46.22999954223633
4000,0.3100000023841858,52.11000061035156
5000,0.3199999928474426,52.5
6000,0.15000000596046448,44.209999084472656
7000,0.27000001072883606,50.15999984741211
8000,0.28999999165534973,50.93000030517578
9000,0.1599999964237213,43.130001068115234
10000,0.20999999344348907,46.18000030517578
11000,0.2800000011920929,51.599998474121094
12000,0.28999999165534973,51.75
13000,0.2800000011920929,50.0
14000,0.3799999952316284,53.720001220703125
15000,0.3499999940395355,54.900001525878906
16000,0.38999998569488525,57.11000061035156
17000,0.3100000023841858,52.66999816894531
18000,0.23999999463558197,47.470001220703125
19000,0.33000001311302185,52.630001068115234
20000,0.3199999928474426,52.4900016784668
21000,0.3400000035762787,53.540000915527344
22000,0.1899999976158142,45.470001220703125
23000,0.3199999928474426,51.95000076293945
24000,0.23999999463558197,47.65999984741211
25000,0.25999999046325684,49.09000015258789
26000,0.23999999463558197,47.09000015258789
27000,0.20000000298023224,45.0
28000,0.23000000417232513,46.650001525878906
29000,0.23999999463558197,47.09000015258789
30000,0.27000001072883606,47.880001068115234
31000,0.30000001192092896,48.66999816894531
32000,0.1599999964237213,42.25
33000,0.17000000178813934,42.81999969482422
34000,0.2199999988079071,47.439998626708984
35000,0.1899999976158142,44.08000183105469
36000,0.23000000417232513,47.13999938964844
37000,0.1899999976158142,44.099998474121094
38000,0.2800000011920929,48.93000030517578
39000,0.33000001311302185,52.41999816894531
40000,0.33000001311302185,51.95000076293945
41000,0.3100000023841858,51.29999923706055
42000,0.23000000417232513,46.380001068115234
43000,0.1899999976158142,45.060001373291016
44000,0.20999999344348907,45.95000076293945
45000,0.30000001192092896,49.2400016784668
46000,0.25,46.400001525878906
47000,0.23999999463558197,47.41999816894531
48000,0.28999999165534973,49.77000045776367
49000,0.25999999046325684,48.41999816894531
50000,0.2199999988079071,45.09000015258789
51000,0.3700000047683716,54.58000183105469
52000,0.28999999165534973,50.099998474121094
53000,0.2800000011920929,49.97999954223633
54000,0.28999999165534973,50.970001220703125
55000,0.25999999046325684,48.54999923706055
56000,0.28999999165534973,51.130001068115234
57000,0.25999999046325684,48.68000030517578
58000,0.36000001430511475,54.25
59000,0.3199999928474426,51.939998626708984
60000,0.3799999952316284,55.439998626708984
61000,0.3100000023841858,51.15999984741211
62000,0.3100000023841858,51.11000061035156
