Step,AvgRew,AvgEpLen
0,0.0,0.0
1000,0.0,178.5294189453125
2000,0.0,140.72727966308594
3000,0.0,136.06024169921875
4000,0.0,137.8000030517578
5000,0.0,132.44000244140625
6000,0.0,132.5800018310547
7000,0.0,136.5
8000,0.0,171.2100067138672
9000,0.0,169.4600067138672
10000,0.0,174.3699951171875
11000,0.0,170.5800018310547
12000,0.0,116.44999694824219
13000,0.0,129.2899932861328
14000,0.0,141.02000427246094
15000,0.0,158.25
16000,0.0,158.82000732421875
17000,0.0,139.92999267578125
18000,0.0,119.22000122070312
19000,0.0,129.47999572753906
20000,0.0,124.04000091552734
21000,0.0,105.08000183105469
22000,0.0,115.02999877929688
23000,0.0,117.19999694824219
24000,0.009999999776482582,127.6500015258789
25000,0.009999999776482582,119.95999908447266
26000,0.009999999776482582,120.36000061035156
27000,0.0,88.87000274658203
28000,0.0,86.58000183105469
29000,0.0,99.55999755859375
30000,0.0,100.86000061035156
31000,0.0,120.52999877929688
32000,0.0,128.8300018310547
33000,0.0,124.44000244140625
34000,0.0,113.97000122070312
35000,0.0,82.55999755859375
36000,0.0,83.47000122070312
37000,0.0,72.5999984741211
38000,0.009999999776482582,137.33999633789062
39000,0.009999999776482582,139.27000427246094
40000,0.0,92.47000122070312
41000,0.0,97.18000030517578
42000,0.0,100.87000274658203
43000,0.0,85.55999755859375
44000,0.009999999776482582,81.68000030517578
45000,0.009999999776482582,100.13999938964844
46000,0.0,99.58000183105469
47000,0.0,107.88999938964844
48000,0.0,76.69999694824219
49000,0.0,88.0199966430664
50000,0.0,97.75
51000,0.0,103.36000061035156
52000,0.0,88.54000091552734
53000,0.0,80.18000030517578
54000,0.0,81.0
55000,0.0,75.27999877929688
56000,0.0,75.5199966430664
57000,0.0,77.83999633789062
58000,0.0,81.72000122070312
59000,0.0,67.41000366210938
60000,0.0,67.0999984741211
61000,0.0,84.08000183105469
62000,0.009999999776482582,97.2699966430664
63000,0.0,64.0199966430664
64000,0.0,64.30000305175781
65000,0.0,63.970001220703125
66000,0.0,61.27000045776367
67000,0.0,64.37999725341797
68000,0.0,70.08000183105469
69000,0.0,61.59000015258789
70000,0.009999999776482582,64.44000244140625
71000,0.0,59.790000915527344
72000,0.0,63.97999954223633
73000,0.0,63.31999969482422
74000,0.0,64.25
75000,0.0,61.7599983215332
76000,0.0,57.220001220703125
77000,0.0,61.970001220703125
78000,0.0,59.06999969482422
79000,0.0,60.58000183105469
80000,0.0,55.04999923706055
81000,0.0,53.959999084472656
82000,0.0,56.52000045776367
83000,0.0,59.040000915527344
84000,0.0,53.59000015258789
85000,0.0,53.27000045776367
86000,0.0,61.369998931884766
87000,0.0,57.79999923706055
88000,0.0,54.16999816894531
89000,0.0,59.470001220703125
90000,0.0,58.13999938964844
91000,0.0,54.31999969482422
92000,0.0,57.119998931884766
93000,0.0,54.61000061035156
94000,0.0,53.43000030517578
95000,0.0,49.790000915527344
96000,0.0,51.380001068115234
97000,0.0,56.099998474121094
98000,0.0,56.310001373291016
99000,0.0,50.869998931884766
100000,0.0,57.77000045776367
101000,0.0,53.47999954223633
102000,0.0,52.84000015258789
103000,0.0,55.220001220703125
104000,0.0,53.470001220703125
105000,0.0,56.7400016784668
106000,0.0,53.790000915527344
107000,0.0,58.5099983215332
108000,0.0,59.939998626708984
109000,0.0,56.380001068115234
110000,0.0,62.25
111000,0.0,68.83999633789062
112000,0.0,71.88999938964844
113000,0.0,65.56999969482422
114000,0.0,68.80000305175781
115000,0.0,77.87000274658203
116000,0.0,97.0199966430664
117000,0.0,114.52999877929688
118000,0.0,135.6300048828125
119000,0.0,169.60000610351562
120000,0.0,187.7100067138672
121000,0.0,215.0500030517578
122000,0.0,222.8000030517578
123000,0.0,268.3399963378906
124000,0.0,275.8699951171875
125000,0.0,296.1499938964844
126000,0.0,331.2699890136719
127000,0.0,355.8900146484375
128000,0.0,370.95001220703125
129000,0.0,391.79998779296875
130000,0.0,416.1600036621094
131000,0.0,433.95001220703125
132000,0.0,476.25
133000,0.0,476.25
134000,0.0,500.0799865722656
135000,0.0,554.6300048828125
136000,0.0,650.4099731445312
137000,0.0,674.02001953125
138000,0.0,688.0499877929688
139000,0.0,732.7999877929688
140000,0.0,759.760009765625
141000,0.0,795.5599975585938
142000,0.0,822.1300048828125
143000,0.0,843.4600219726562
144000,0.0,852.6599731445312
145000,0.0,883.8900146484375
146000,0.0,882.9199829101562
147000,0.0,912.6300048828125
148000,0.0,955.260009765625
149000,0.0,964.989990234375
150000,0.0,972.02001953125
151000,0.0,994.6300048828125
152000,0.0,1008.8200073242188
153000,0.0,1030.469970703125
154000,0.0,1030.469970703125
155000,0.0,1104.260009765625
156000,0.0,1108.06005859375
157000,0.0,1186.1800537109375
158000,0.0,1186.1800537109375
159000,0.0,1242.1700439453125
160000,0.0,1242.1700439453125
161000,0.0,1242.1700439453125
162000,0.0,1278.97998046875
163000,0.0,1313.6400146484375
164000,0.0,1380.77001953125
165000,0.0,1370.1099853515625
166000,0.0,1418.2099609375
167000,0.0,1333.6600341796875
168000,0.0,1305.6099853515625
169000,0.0,1258.5999755859375
170000,0.0,1258.5999755859375
171000,0.0,1219.2099609375
172000,0.0,1218.52001953125
173000,0.0,1239.56005859375
174000,0.0,1255.3299560546875
175000,0.0,1275.43994140625
176000,0.0,1283.780029296875
177000,0.0,1145.9300537109375
178000,0.0,997.2000122070312
179000,0.0,782.8599853515625
180000,0.0,694.530029296875
181000,0.0,573.4600219726562
182000,0.0,490.70001220703125
183000,0.0,502.05999755859375
184000,0.0,498.69000244140625
185000,0.0,502.5400085449219
186000,0.0,397.2200012207031
187000,0.0,392.510009765625
188000,0.0,416.5
189000,0.0,452.1600036621094
190000,0.0,360.30999755859375
191000,0.0,374.4599914550781
192000,0.0,286.7200012207031
193000,0.0,277.70001220703125
194000,0.0,240.35000610351562
195000,0.0,226.3699951171875
196000,0.0,236.02000427246094
197000,0.0,242.25
198000,0.0,245.14999389648438
199000,0.0,243.02000427246094
200000,0.0,244.75
201000,0.0,270.1300048828125
202000,0.0,262.1700134277344
203000,0.0,248.4199981689453
204000,0.0,229.55999755859375
205000,0.0,221.19000244140625
206000,0.0,227.11000061035156
207000,0.0,263.05999755859375
208000,0.0,273.57000732421875
209000,0.0,278.82000732421875
210000,0.0,287.3599853515625
211000,0.0,292.94000244140625
212000,0.0,292.79998779296875
213000,0.0,294.1499938964844
214000,0.0,203.8699951171875
215000,0.0,182.25999450683594
216000,0.0,198.63999938964844
217000,0.0,183.08999633789062
218000,0.0,170.0399932861328
219000,0.0,184.8000030517578
220000,0.0,201.25
221000,0.0,177.8300018310547
222000,0.0,171.4499969482422
223000,0.0,174.14999389648438
224000,0.0,182.1699981689453
225000,0.0,203.47000122070312
226000,0.0,206.72000122070312
227000,0.0,206.72000122070312
228000,0.0,212.61000061035156
229000,0.0,282.7099914550781
230000,0.0,315.2300109863281
231000,0.0,320.1499938964844
